product_id,product_name,category,supplier,cost_price,retail_price,margin_pct,stock_qty,reorder_level,needs_reorder,warehouse,last_restocked,weight_kg,length_cm,width_cm,height_cm
PRD-014278,Product-14278,Auto,Supplier-79,49.76,81.89,39.24,2638,157,False,Warehouse-D,2025-11-18,30.5,33.0,95.0,10.0
PRD-014279,Product-14279,Garden,Supplier-80,99.12,226.96,56.33,3968,295,False,Warehouse-E,2025-10-24,18.95,99.0,74.0,34.0
PRD-014281,Product-14281,Clothing,Supplier-82,142.2,318.63,55.37,8165,159,False,Warehouse-B,2025-11-11,42.26,81.0,28.0,13.0
PRD-014282,Product-14282,Books,Supplier-83,166.18,445.64,62.71,627,232,False,Warehouse-C,2025-12-21,9.69,98.0,20.0,96.0
PRD-014283,Product-14283,Home,Supplier-84,47.35,114.88,58.78,6272,251,False,Warehouse-D,2026-03-12,14.21,82.0,53.0,54.0
PRD-014284,Product-14284,Sports,Supplier-85,141.55,305.52,53.67,1263,97,False,Warehouse-E,2026-02-23,36.06,21.0,61.0,75.0
PRD-014285,Product-14285,Food,Supplier-86,109.51,180.09,39.19,8225,323,False,Warehouse-A,2025-10-19,3.97,2.0,85.0,63.0
PRD-014286,Product-14286,Toys,Supplier-87,111.43,268.18,58.45,6336,340,False,Warehouse-B,2026-01-11,13.37,47.0,94.0,45.0
PRD-014287,Product-14287,Beauty,Supplier-88,61.25,157.77,61.18,2659,150,False,Warehouse-C,2025-11-15,45.66,30.0,96.0,3.0
PRD-014289,Product-14289,Garden,Supplier-90,195.04,280.95,30.58,5714,90,False,Warehouse-E,2026-01-21,11.55,99.0,87.0,58.0
PRD-014290,Product-14290,Electronics,Supplier-91,6.54,15.83,58.69,6701,479,False,Warehouse-A,2025-12-12,34.36,47.0,54.0,30.0
PRD-014291,Product-14291,Clothing,Supplier-92,121.92,228.76,46.7,4028,373,False,Warehouse-B,2026-03-20,13.34,53.0,35.0,57.0
PRD-014292,Product-14292,Books,Supplier-93,87.02,174.16,50.03,2930,455,False,Warehouse-C,2026-01-05,9.65,62.0,11.0,39.0
PRD-014293,Product-14293,Home,Supplier-94,76.83,156.36,50.86,9893,173,False,Warehouse-D,2025-12-16,41.07,46.0,81.0,49.0
PRD-014294,Product-14294,Sports,Supplier-95,154.55,290.54,46.81,3809,498,False,Warehouse-E,2026-01-19,0.41,52.0,20.0,69.0
PRD-014295,Product-14295,Food,Supplier-96,97.3,141.7,31.33,4711,197,False,Warehouse-A,2025-12-19,7.57,94.0,49.0,33.0
PRD-014297,Product-14297,Beauty,Supplier-98,162.76,428.85,62.05,9823,162,False,Warehouse-C,2026-01-30,37.04,18.0,73.0,2.0
PRD-014298,Product-14298,Auto,Supplier-99,147.98,282.28,47.58,1449,246,False,Warehouse-D,2026-02-20,30.78,87.0,58.0,33.0
PRD-014299,Product-14299,Garden,Supplier-100,169.74,499.67,66.03,5183,420,False,Warehouse-E,2026-03-01,35.18,92.0,34.0,26.0
PRD-014300,Product-14300,Electronics,Supplier-1,97.13,271.97,64.29,1183,252,False,Warehouse-A,2025-10-06,30.52,44.0,31.0,55.0
PRD-014301,Product-14301,Clothing,Supplier-2,157.41,344.23,54.27,4575,402,False,Warehouse-B,2026-04-01,20.9,99.0,22.0,32.0
PRD-014302,Product-14302,Books,Supplier-3,125.17,365.71,65.77,547,166,False,Warehouse-C,2025-10-13,35.39,67.0,10.0,36.0
PRD-014303,Product-14303,Home,Supplier-4,44.81,68.44,34.53,5434,103,False,Warehouse-D,2026-03-18,10.25,8.0,98.0,96.0
PRD-014305,Product-14305,Food,Supplier-6,47.1,92.09,48.85,2841,306,False,Warehouse-A,2026-03-30,8.52,19.0,49.0,85.0
PRD-014306,Product-14306,Toys,Supplier-7,25.86,75.44,65.72,6912,106,False,Warehouse-B,2026-01-29,2.18,42.0,74.0,55.0
PRD-014307,Product-14307,Beauty,Supplier-8,18.39,46.51,60.46,8226,497,False,Warehouse-C,2026-01-03,36.2,2.0,27.0,30.0
PRD-014308,Product-14308,Auto,Supplier-9,145.55,398.92,63.51,2719,386,False,Warehouse-D,2026-02-21,17.71,1.0,36.0,37.0
PRD-014309,Product-14309,Garden,Supplier-10,14.35,30.23,52.53,8514,80,False,Warehouse-E,2026-02-11,31.55,18.0,41.0,59.0
PRD-014310,Product-14310,Electronics,Supplier-11,13.25,22.33,40.66,2293,309,False,Warehouse-A,2025-11-16,2.36,84.0,2.0,39.0
PRD-014311,Product-14311,Clothing,Supplier-12,18.74,34.35,45.44,7421,393,False,Warehouse-B,2026-03-09,16.98,88.0,58.0,80.0
PRD-014313,Product-14313,Home,Supplier-14,82.55,126.83,34.91,2294,481,False,Warehouse-D,2026-03-11,22.57,56.0,44.0,31.0
PRD-014314,Product-14314,Sports,Supplier-15,150.16,436.0,65.56,2044,458,False,Warehouse-E,2026-01-23,19.34,39.0,66.0,89.0
PRD-014315,Product-14315,Food,Supplier-16,43.2,105.24,58.95,7119,254,False,Warehouse-A,2025-11-14,0.34,17.0,68.0,65.0
PRD-014316,Product-14316,Toys,Supplier-17,135.67,338.95,59.97,2111,491,False,Warehouse-B,2026-01-23,47.1,18.0,44.0,27.0
PRD-014317,Product-14317,Beauty,Supplier-18,29.53,46.98,37.14,8831,416,False,Warehouse-C,2025-12-13,15.8,85.0,32.0,30.0
PRD-014318,Product-14318,Auto,Supplier-19,107.85,317.79,66.06,123,435,True,Warehouse-D,2025-12-25,34.2,3.0,75.0,85.0
PRD-014319,Product-14319,Garden,Supplier-20,133.52,277.93,51.96,9080,127,False,Warehouse-E,2026-01-20,24.27,41.0,35.0,12.0
PRD-014321,Product-14321,Clothing,Supplier-22,115.67,145.33,20.41,172,58,False,Warehouse-B,2025-10-15,3.85,55.0,60.0,67.0
PRD-014322,Product-14322,Books,Supplier-23,125.25,178.25,29.73,5736,39,False,Warehouse-C,2026-01-07,41.44,48.0,91.0,34.0
PRD-014323,Product-14323,Home,Supplier-24,17.97,42.48,57.7,8664,362,False,Warehouse-D,2025-10-04,27.85,77.0,71.0,41.0
PRD-014324,Product-14324,Sports,Supplier-25,181.41,322.84,43.81,3083,87,False,Warehouse-E,2026-03-26,23.65,23.0,95.0,55.0
PRD-014325,Product-14325,Food,Supplier-26,141.79,347.58,59.21,7686,434,False,Warehouse-A,2025-10-30,14.19,84.0,83.0,55.0
PRD-014326,Product-14326,Toys,Supplier-27,32.6,53.81,39.42,5857,352,False,Warehouse-B,2026-02-18,0.3,1.0,7.0,20.0
PRD-014327,Product-14327,Beauty,Supplier-28,90.85,197.35,53.97,3005,403,False,Warehouse-C,2026-02-17,46.84,93.0,75.0,8.0
PRD-014329,Product-14329,Garden,Supplier-30,67.0,152.76,56.14,6629,200,False,Warehouse-E,2025-10-24,36.51,98.0,89.0,40.0
PRD-014330,Product-14330,Electronics,Supplier-31,170.29,332.04,48.71,7737,307,False,Warehouse-A,2025-12-17,33.62,90.0,82.0,87.0
PRD-014331,Product-14331,Clothing,Supplier-32,105.66,227.86,53.63,8524,467,False,Warehouse-B,2025-12-11,16.6,88.0,52.0,82.0
PRD-014332,Product-14332,Books,Supplier-33,171.98,336.77,48.93,4651,75,False,Warehouse-C,2026-03-09,7.72,86.0,24.0,92.0
PRD-014333,Product-14333,Home,Supplier-34,74.91,164.22,54.38,2717,77,False,Warehouse-D,2025-11-28,1.37,19.0,88.0,63.0
PRD-014334,Product-14334,Sports,Supplier-35,26.41,39.06,32.39,3641,46,False,Warehouse-E,2025-11-29,8.76,13.0,80.0,2.0
PRD-014335,Product-14335,Food,Supplier-36,150.3,284.29,47.13,2527,335,False,Warehouse-A,2025-12-13,12.13,29.0,40.0,25.0
PRD-014337,Product-14337,Beauty,Supplier-38,24.29,36.06,32.64,2298,254,False,Warehouse-C,2025-12-04,27.93,78.0,85.0,3.0
PRD-014338,Product-14338,Auto,Supplier-39,99.78,167.68,40.49,3551,355,False,Warehouse-D,2026-02-21,38.12,24.0,90.0,18.0
PRD-014339,Product-14339,Garden,Supplier-40,14.47,36.85,60.73,7498,267,False,Warehouse-E,2025-10-11,49.73,95.0,50.0,96.0
PRD-014340,Product-14340,Electronics,Supplier-41,111.34,301.22,63.04,1494,434,False,Warehouse-A,2026-02-06,17.13,69.0,93.0,87.0
PRD-014341,Product-14341,Clothing,Supplier-42,47.49,78.48,39.49,310,499,True,Warehouse-B,2026-01-30,4.74,14.0,56.0,34.0
PRD-014342,Product-14342,Books,Supplier-43,127.63,376.6,66.11,8265,238,False,Warehouse-C,2025-10-04,4.73,39.0,50.0,13.0
PRD-014343,Product-14343,Home,Supplier-44,68.79,162.6,57.69,9597,160,False,Warehouse-D,2025-11-15,19.01,17.0,15.0,24.0
PRD-014345,Product-14345,Food,Supplier-46,144.91,217.43,33.35,8497,467,False,Warehouse-A,2026-02-19,48.03,14.0,99.0,20.0
PRD-014346,Product-14346,Toys,Supplier-47,30.07,78.36,61.63,399,254,False,Warehouse-B,2026-01-31,45.9,85.0,43.0,9.0
PRD-014347,Product-14347,Beauty,Supplier-48,73.95,214.73,65.56,7980,250,False,Warehouse-C,2025-10-05,14.83,15.0,80.0,99.0
PRD-014348,Product-14348,Auto,Supplier-49,104.74,277.58,62.27,2267,147,False,Warehouse-D,2026-02-02,24.7,49.0,58.0,66.0
PRD-014349,Product-14349,Garden,Supplier-50,7.11,18.12,60.76,3255,158,False,Warehouse-E,2025-11-03,41.63,42.0,100.0,23.0
PRD-014350,Product-14350,Electronics,Supplier-51,148.7,202.93,26.72,3918,409,False,Warehouse-A,2026-01-26,24.58,44.0,30.0,10.0
PRD-014351,Product-14351,Clothing,Supplier-52,26.1,70.68,63.07,724,302,False,Warehouse-B,2026-03-28,32.72,14.0,26.0,46.0
PRD-014353,Product-14353,Home,Supplier-54,22.37,60.01,62.72,7976,202,False,Warehouse-D,2025-12-18,44.52,2.0,18.0,22.0
PRD-014354,Product-14354,Sports,Supplier-55,145.81,339.91,57.1,4508,273,False,Warehouse-E,2025-11-24,6.75,20.0,1.0,99.0
PRD-014355,Product-14355,Food,Supplier-56,47.6,85.22,44.14,2489,52,False,Warehouse-A,2026-01-06,1.09,87.0,4.0,49.0
PRD-014356,Product-14356,Toys,Supplier-57,27.84,65.91,57.76,6998,27,False,Warehouse-B,2025-12-24,44.08,16.0,61.0,32.0
PRD-014357,Product-14357,Beauty,Supplier-58,74.45,212.27,64.93,7831,366,False,Warehouse-C,2026-02-24,26.22,77.0,80.0,94.0
PRD-014358,Product-14358,Auto,Supplier-59,130.03,346.46,62.47,6571,66,False,Warehouse-D,2026-03-25,27.98,33.0,39.0,76.0
PRD-014359,Product-14359,Garden,Supplier-60,83.26,163.12,48.96,6392,14,False,Warehouse-E,2025-11-04,20.2,79.0,1.0,18.0
PRD-014361,Product-14361,Clothing,Supplier-62,126.14,181.44,30.48,6695,409,False,Warehouse-B,2025-10-06,4.85,73.0,91.0,4.0
PRD-014362,Product-14362,Books,Supplier-63,99.54,235.25,57.69,6740,41,False,Warehouse-C,2025-10-20,38.17,83.0,97.0,81.0
PRD-014363,Product-14363,Home,Supplier-64,44.67,109.74,59.29,214,41,False,Warehouse-D,2026-03-04,48.95,41.0,64.0,23.0
PRD-014364,Product-14364,Sports,Supplier-65,123.92,310.11,60.04,2124,458,False,Warehouse-E,2026-04-01,37.97,66.0,53.0,100.0
PRD-014365,Product-14365,Food,Supplier-66,166.79,407.79,59.1,1656,372,False,Warehouse-A,2025-11-19,6,23.0,99.0,67.0
PRD-014366,Product-14366,Toys,Supplier-67,5.92,11.8,49.83,454,281,False,Warehouse-B,2026-03-23,25.87,39.0,79.0,18.0
PRD-014367,Product-14367,Beauty,Supplier-68,59.65,124.91,52.25,1662,391,False,Warehouse-C,2026-02-02,37.93,20.0,80.0,82.0
PRD-014369,Product-14369,Garden,Supplier-70,168.65,254.25,33.67,4748,490,False,Warehouse-E,2026-01-16,35.15,77.0,30.0,57.0
PRD-014370,Product-14370,Electronics,Supplier-71,137.64,315.36,56.35,1296,500,False,Warehouse-A,2026-02-25,26.03,12.0,75.0,73.0
PRD-014371,Product-14371,Clothing,Supplier-72,52.07,108.08,51.82,8570,122,False,Warehouse-B,2026-02-08,30.26,94.0,13.0,81.0
PRD-014372,Product-14372,Books,Supplier-73,113.32,214.09,47.07,4319,25,False,Warehouse-C,2026-01-17,34.63,50.0,62.0,31.0
PRD-014373,Product-14373,Home,Supplier-74,55.5,157.14,64.68,2636,308,False,Warehouse-D,2026-02-06,18.64,11.0,60.0,87.0
PRD-014374,Product-14374,Sports,Supplier-75,101.29,261.67,61.29,9502,68,False,Warehouse-E,2025-10-22,18.68,14.0,56.0,15.0
PRD-014375,Product-14375,Food,Supplier-76,83.77,218.48,61.66,118,301,True,Warehouse-A,2025-10-21,8.8,71.0,94.0,56.0
PRD-014377,Product-14377,Beauty,Supplier-78,195.09,277.71,29.75,7111,168,False,Warehouse-C,2025-10-29,19.51,5.0,11.0,97.0
PRD-014378,Product-14378,Auto,Supplier-79,121.87,147.33,17.28,4817,39,False,Warehouse-D,2026-03-08,30.86,53.0,49.0,20.0
PRD-014379,Product-14379,Garden,Supplier-80,81.07,218.89,62.96,3484,342,False,Warehouse-E,2026-03-20,32.16,25.0,44.0,84.0
PRD-014380,Product-14380,Electronics,Supplier-81,199.8,414.6,51.81,2714,104,False,Warehouse-A,2026-03-12,33.03,22.0,3.0,44.0
PRD-014381,Product-14381,Clothing,Supplier-82,114.11,288.42,60.44,1182,466,False,Warehouse-B,2025-10-27,24.37,60.0,67.0,29.0
PRD-014382,Product-14382,Books,Supplier-83,105.85,298.41,64.53,572,342,False,Warehouse-C,2025-12-01,35.14,44.0,27.0,81.0
PRD-014383,Product-14383,Home,Supplier-84,64.92,173.28,62.53,6323,348,False,Warehouse-D,2026-03-05,46.23,7.0,50.0,39.0
PRD-014385,Product-14385,Food,Supplier-86,167.1,349.23,52.15,727,322,False,Warehouse-A,2025-11-26,11.32,91.0,21.0,98.0
PRD-014386,Product-14386,Toys,Supplier-87,158.29,243.55,35.01,657,276,False,Warehouse-B,2026-02-24,2.57,23.0,18.0,26.0
PRD-014387,Product-14387,Beauty,Supplier-88,103.46,279.94,63.04,2078,187,False,Warehouse-C,2025-10-07,16.37,74.0,22.0,86.0
PRD-014388,Product-14388,Auto,Supplier-89,98.73,177.21,44.29,7846,444,False,Warehouse-D,2025-10-03,4.06,70.0,96.0,54.0
PRD-014389,Product-14389,Garden,Supplier-90,8.08,24.14,66.53,5026,370,False,Warehouse-E,2025-12-07,8.42,60.0,78.0,46.0
PRD-014390,Product-14390,Electronics,Supplier-91,96.44,255.01,62.18,2242,168,False,Warehouse-A,2026-01-04,18.75,87.0,68.0,50.0
PRD-014391,Product-14391,Clothing,Supplier-92,142.0,216.35,34.37,1795,277,False,Warehouse-B,2025-11-01,41.19,74.0,52.0,51.0
PRD-014393,Product-14393,Home,Supplier-94,9.16,16.28,43.73,4939,369,False,Warehouse-D,2025-12-16,10.87,36.0,30.0,8.0
PRD-014394,Product-14394,Sports,Supplier-95,26.42,41.66,36.58,5549,228,False,Warehouse-E,2025-10-20,46.12,2.0,34.0,22.0
PRD-014395,Product-14395,Food,Supplier-96,41.89,118.7,64.71,2019,13,False,Warehouse-A,2025-11-16,28.19,29.0,46.0,83.0
PRD-014396,Product-14396,Toys,Supplier-97,182.73,410.11,55.44,8741,440,False,Warehouse-B,2026-02-15,47.22,71.0,98.0,78.0
PRD-014397,Product-14397,Beauty,Supplier-98,41.45,52.16,20.53,8410,258,False,Warehouse-C,2025-10-05,9.78,20.0,55.0,54.0
PRD-014398,Product-14398,Auto,Supplier-99,21.0,40.01,47.51,8749,206,False,Warehouse-D,2025-10-06,27.46,41.0,8.0,78.0
PRD-014399,Product-14399,Garden,Supplier-100,164.17,336.97,51.28,8055,440,False,Warehouse-E,2026-02-03,38.41,54.0,80.0,88.0
PRD-014401,Product-14401,Clothing,Supplier-2,195.49,280.79,30.38,5100,280,False,Warehouse-B,2025-12-25,9.33,55.0,99.0,94.0
PRD-014402,Product-14402,Books,Supplier-3,181.22,314.28,42.34,2550,82,False,Warehouse-C,2026-04-01,42.06,29.0,91.0,57.0
PRD-014403,Product-14403,Home,Supplier-4,114.87,174.39,34.13,3427,256,False,Warehouse-D,2026-02-28,39.55,98.0,62.0,34.0
PRD-014404,Product-14404,Sports,Supplier-5,5.69,7.67,25.81,7805,450,False,Warehouse-E,2026-02-16,20.59,61.0,28.0,66.0
PRD-014405,Product-14405,Food,Supplier-6,14.49,40.83,64.51,8571,78,False,Warehouse-A,2026-01-31,14.1,8.0,4.0,4.0
PRD-014406,Product-14406,Toys,Supplier-7,142.07,246.59,42.39,9985,323,False,Warehouse-B,2025-10-08,46.44,94.0,27.0,89.0
PRD-014407,Product-14407,Beauty,Supplier-8,81.29,188.0,56.76,8061,63,False,Warehouse-C,2025-11-03,0.11,46.0,9.0,20.0
PRD-014409,Product-14409,Garden,Supplier-10,165.14,442.54,62.68,23,339,True,Warehouse-E,2025-11-30,17.26,98.0,28.0,1.0
PRD-014410,Product-14410,Electronics,Supplier-11,142.89,235.72,39.38,3297,284,False,Warehouse-A,2026-02-18,45.25,98.0,69.0,37.0
PRD-014411,Product-14411,Clothing,Supplier-12,164.4,445.86,63.13,8806,126,False,Warehouse-B,2025-10-03,42.71,25.0,31.0,90.0
PRD-014412,Product-14412,Books,Supplier-13,193.93,465.86,58.37,812,383,False,Warehouse-C,2026-03-24,48.85,80.0,19.0,35.0
PRD-014413,Product-14413,Home,Supplier-14,78.89,137.97,42.82,1706,127,False,Warehouse-D,2025-12-16,7.34,78.0,81.0,88.0
PRD-014414,Product-14414,Sports,Supplier-15,25.52,60.15,57.57,4615,251,False,Warehouse-E,2025-11-13,44.31,8.0,57.0,90.0
PRD-014415,Product-14415,Food,Supplier-16,80.57,152.06,47.01,4043,99,False,Warehouse-A,2025-12-14,29.67,37.0,90.0,30.0
PRD-014417,Product-14417,Beauty,Supplier-18,118.18,202.52,41.65,133,404,True,Warehouse-C,2025-11-08,6.54,70.0,78.0,86.0
PRD-014418,Product-14418,Auto,Supplier-19,3.99,9.46,57.82,6527,324,False,Warehouse-D,2025-10-23,7.92,34.0,94.0,62.0
PRD-014419,Product-14419,Garden,Supplier-20,159.77,323.62,50.63,8960,301,False,Warehouse-E,2026-01-30,48.09,34.0,58.0,6.0
PRD-014420,Product-14420,Electronics,Supplier-21,82.4,111.16,25.87,5000,225,False,Warehouse-A,2026-02-20,22.49,93.0,51.0,66.0
PRD-014421,Product-14421,Clothing,Supplier-22,20.16,25.41,20.66,5148,121,False,Warehouse-B,2026-03-12,4.27,57.0,91.0,44.0
PRD-014422,Product-14422,Books,Supplier-23,185.68,461.93,59.8,2081,388,False,Warehouse-C,2026-03-09,43.86,39.0,32.0,99.0
PRD-014423,Product-14423,Home,Supplier-24,77.06,191.44,59.75,5630,479,False,Warehouse-D,2026-03-17,30.83,93.0,67.0,57.0
PRD-014425,Product-14425,Food,Supplier-26,91.16,211.51,56.9,9833,129,False,Warehouse-A,2026-01-30,19.62,34.0,6.0,74.0
PRD-014426,Product-14426,Toys,Supplier-27,6.1,14.73,58.59,4627,267,False,Warehouse-B,2025-11-29,25.57,41.0,2.0,36.0
PRD-014427,Product-14427,Beauty,Supplier-28,166.47,232.6,28.43,4798,392,False,Warehouse-C,2026-03-29,37.42,41.0,77.0,85.0
PRD-014428,Product-14428,Auto,Supplier-29,102.52,191.99,46.6,4177,77,False,Warehouse-D,2026-02-03,7.77,97.0,6.0,75.0
PRD-014429,Product-14429,Garden,Supplier-30,33.72,69.06,51.17,5603,335,False,Warehouse-E,2025-10-18,29.67,97.0,36.0,98.0
PRD-014430,Product-14430,Electronics,Supplier-31,66.23,128.81,48.58,4173,253,False,Warehouse-A,2025-10-16,48.12,5.0,94.0,96.0
PRD-014431,Product-14431,Clothing,Supplier-32,61.57,144.77,57.47,1177,312,False,Warehouse-B,2026-03-17,22.51,45.0,98.0,95.0
PRD-014433,Product-14433,Home,Supplier-34,72.65,97.06,25.15,6495,391,False,Warehouse-D,2025-10-27,13.9,16.0,11.0,91.0
PRD-014434,Product-14434,Sports,Supplier-35,157.57,433.74,63.67,6254,468,False,Warehouse-E,2025-11-17,4.91,39.0,78.0,93.0
PRD-014435,Product-14435,Food,Supplier-36,127.21,252.78,49.68,7333,333,False,Warehouse-A,2025-12-16,46.4,57.0,39.0,30.0
PRD-014436,Product-14436,Toys,Supplier-37,53.2,123.3,56.85,4032,482,False,Warehouse-B,2026-03-23,28.96,10.0,16.0,13.0
PRD-014437,Product-14437,Beauty,Supplier-38,116.85,142.93,18.25,6775,280,False,Warehouse-C,2026-02-12,32.13,22.0,43.0,71.0
PRD-014438,Product-14438,Auto,Supplier-39,154.63,408.03,62.1,6072,248,False,Warehouse-D,2026-02-05,37.89,15.0,56.0,40.0
PRD-014439,Product-14439,Garden,Supplier-40,165.99,442.12,62.46,1677,111,False,Warehouse-E,2025-11-03,46.3,79.0,68.0,4.0
PRD-014441,Product-14441,Clothing,Supplier-42,63.09,170.65,63.03,565,354,False,Warehouse-B,2026-03-01,4.13,39.0,52.0,83.0
PRD-014442,Product-14442,Books,Supplier-43,5.56,10.59,47.5,4444,137,False,Warehouse-C,2025-10-07,43.18,78.0,26.0,47.0
PRD-014443,Product-14443,Home,Supplier-44,7.16,13.5,46.96,4598,71,False,Warehouse-D,2025-10-16,34.43,19.0,99.0,51.0
PRD-014444,Product-14444,Sports,Supplier-45,4.22,11.03,61.74,75,266,True,Warehouse-E,2026-03-25,27.65,97.0,28.0,28.0
PRD-014445,Product-14445,Food,Supplier-46,60.92,169.38,64.03,9646,290,False,Warehouse-A,2026-01-04,36.19,73.0,14.0,54.0
PRD-014446,Product-14446,Toys,Supplier-47,70.85,88.16,19.63,8203,458,False,Warehouse-B,2025-12-14,18.94,100.0,40.0,86.0
PRD-014447,Product-14447,Beauty,Supplier-48,52.84,147.78,64.24,3942,438,False,Warehouse-C,2026-01-06,32.86,73.0,84.0,1.0
PRD-014449,Product-14449,Garden,Supplier-50,140.08,363.77,61.49,88,404,True,Warehouse-E,2025-11-22,40.12,6.0,97.0,79.0
PRD-014450,Product-14450,Electronics,Supplier-51,132.97,376.09,64.64,3762,59,False,Warehouse-A,2026-03-19,11.73,83.0,97.0,16.0
PRD-014451,Product-14451,Clothing,Supplier-52,165.99,414.91,59.99,676,207,False,Warehouse-B,2026-01-09,2.44,71.0,2.0,55.0
PRD-014452,Product-14452,Books,Supplier-53,51.41,125.43,59.01,3139,472,False,Warehouse-C,2025-12-07,11.77,65.0,4.0,82.0
PRD-014453,Product-14453,Home,Supplier-54,29.58,82.79,64.27,1259,445,False,Warehouse-D,2026-02-18,16.37,44.0,36.0,93.0
PRD-014454,Product-14454,Sports,Supplier-55,158.2,287.77,45.03,1133,142,False,Warehouse-E,2025-11-14,13.5,6.0,96.0,90.0
PRD-014455,Product-14455,Food,Supplier-56,37.22,69.25,46.25,1070,308,False,Warehouse-A,2025-10-27,48.52,37.0,72.0,50.0
PRD-014457,Product-14457,Beauty,Supplier-58,175.69,331.84,47.06,7189,464,False,Warehouse-C,2026-01-11,18.04,99.0,29.0,68.0
PRD-014458,Product-14458,Auto,Supplier-59,10.62,27.21,60.97,8208,94,False,Warehouse-D,2026-01-31,11.35,93.0,38.0,46.0
PRD-014459,Product-14459,Garden,Supplier-60,75.81,184.07,58.81,749,34,False,Warehouse-E,2026-01-18,45.78,41.0,65.0,47.0
PRD-014460,Product-14460,Electronics,Supplier-61,42.31,85.98,50.79,804,404,False,Warehouse-A,2025-12-11,27.1,4.0,9.0,56.0
PRD-014461,Product-14461,Clothing,Supplier-62,143.49,371.24,61.35,1323,19,False,Warehouse-B,2026-02-02,42.55,9.0,8.0,95.0
PRD-014462,Product-14462,Books,Supplier-63,96.4,115.97,16.88,2905,59,False,Warehouse-C,2025-12-31,26.63,8.0,72.0,11.0
PRD-014463,Product-14463,Home,Supplier-64,107.4,212.08,49.36,1018,400,False,Warehouse-D,2025-11-17,12.71,53.0,9.0,71.0
PRD-014465,Product-14465,Food,Supplier-66,120.31,242.63,50.41,8603,210,False,Warehouse-A,2026-03-14,0.53,100.0,20.0,37.0
PRD-014466,Product-14466,Toys,Supplier-67,33.41,63.72,47.57,9801,105,False,Warehouse-B,2026-03-27,8.59,95.0,66.0,50.0
PRD-014467,Product-14467,Beauty,Supplier-68,18.56,26.23,29.24,6867,169,False,Warehouse-C,2025-10-05,35.76,59.0,52.0,25.0
PRD-014468,Product-14468,Auto,Supplier-69,130.96,338.27,61.29,7391,453,False,Warehouse-D,2026-03-13,29.58,72.0,86.0,13.0
PRD-014469,Product-14469,Garden,Supplier-70,163.53,434.72,62.38,5036,131,False,Warehouse-E,2026-01-27,43.17,60.0,28.0,32.0
PRD-014470,Product-14470,Electronics,Supplier-71,138.03,201.78,31.59,6864,122,False,Warehouse-A,2026-02-13,46.74,92.0,46.0,37.0
PRD-014471,Product-14471,Clothing,Supplier-72,174.86,488.98,64.24,3150,164,False,Warehouse-B,2026-03-13,23.23,27.0,93.0,46.0
PRD-014473,Product-14473,Home,Supplier-74,179.33,317.41,43.5,880,465,False,Warehouse-D,2025-11-09,32.1,75.0,72.0,79.0
PRD-014474,Product-14474,Sports,Supplier-75,122.51,322.31,61.99,4301,212,False,Warehouse-E,2026-01-09,22.73,81.0,16.0,14.0
PRD-014475,Product-14475,Food,Supplier-76,114.65,320.93,64.28,1609,213,False,Warehouse-A,2025-11-08,44.37,85.0,43.0,79.0
PRD-014476,Product-14476,Toys,Supplier-77,29.45,75.81,61.15,9032,65,False,Warehouse-B,2025-10-15,43.61,79.0,52.0,15.0
PRD-014477,Product-14477,Beauty,Supplier-78,78.22,199.23,60.74,8174,155,False,Warehouse-C,2026-04-01,20.25,44.0,62.0,42.0
PRD-014478,Product-14478,Auto,Supplier-79,18.23,31.48,42.09,9622,154,False,Warehouse-D,2025-11-24,21.26,42.0,87.0,92.0
PRD-014479,Product-14479,Garden,Supplier-80,80.29,123.46,34.97,8762,484,False,Warehouse-E,2026-01-20,39.66,8.0,44.0,24.0
PRD-014481,Product-14481,Clothing,Supplier-82,140.45,201.87,30.43,6247,449,False,Warehouse-B,2026-03-19,6.26,31.0,63.0,24.0
PRD-014482,Product-14482,Books,Supplier-83,91.41,147.63,38.08,3480,486,False,Warehouse-C,2026-03-19,24.97,4.0,27.0,12.0
PRD-014483,Product-14483,Home,Supplier-84,29.05,75.78,61.67,6526,61,False,Warehouse-D,2025-10-17,40.56,14.0,38.0,63.0
PRD-014484,Product-14484,Sports,Supplier-85,90.94,238.75,61.91,6659,41,False,Warehouse-E,2025-10-08,38.16,95.0,80.0,83.0
PRD-014485,Product-14485,Food,Supplier-86,77.71,104.49,25.63,4405,254,False,Warehouse-A,2025-10-27,47.88,36.0,43.0,86.0
PRD-014486,Product-14486,Toys,Supplier-87,149.14,213.44,30.13,8206,354,False,Warehouse-B,2025-11-24,0.42,36.0,10.0,62.0
PRD-014487,Product-14487,Beauty,Supplier-88,169.94,403.99,57.93,2494,185,False,Warehouse-C,2026-03-13,41.57,72.0,99.0,53.0
PRD-014489,Product-14489,Garden,Supplier-90,70.8,156.78,54.84,2166,351,False,Warehouse-E,2025-11-25,37.98,11.0,3.0,46.0
PRD-014490,Product-14490,Electronics,Supplier-91,173.83,358.94,51.57,3056,445,False,Warehouse-A,2025-11-24,9.23,100.0,4.0,13.0
PRD-014491,Product-14491,Clothing,Supplier-92,116.35,249.12,53.3,3987,133,False,Warehouse-B,2025-10-21,4.31,55.0,60.0,58.0
PRD-014492,Product-14492,Books,Supplier-93,70.59,171.84,58.92,4140,375,False,Warehouse-C,2025-10-12,45.44,77.0,59.0,3.0
